CustomerID,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,EducationLevel,Occupation,HomeOwner
MG-1768048,Dennis,Romero,9/23/1961,M,M,dennis11@hotmail.com,110000,Partial High School,Professional,Y
JM-1586548,Renee,Lal,1/21/1993,S,F,renee8@hotmail.com,110000,Partial High School,Professional,Y
BD-1172548,Colin,Bailey,3/9/1968,M,M,colin32@hotmail.com,130000,Partial High School,Management,N
FP-1432048,Julia,Mitchell,10/13/1961,S,F,julia52@hotmail.com,70000,Bachelors,Management,Y
NW-1840048,Mason,Wilson,3/3/1975,S,M,mason32@hotmail.com,130000,Bachelors,Management,N
SC-2072548,Fernando,Goel,2/22/1963,S,M,fernando7@hotmail.com,170000,Graduate Degree,Management,N
MN-1793548,Leonard,Subram,5/21/1985,M,M,leonard21@hotmail.com,170000,Graduate Degree,Management,Y
EB-1397548,Chelsea,Collins,4/22/1986,M,F,chelsea14@hotmail.com,80000,Bachelors,Management,Y
AC-1042048,Xavier,Alexander,12/5/1960,M,M,xavier42@hotmail.com,100000,Graduate Degree,Management,Y
RF-1984048,Anna,Coleman,2/6/1964,M,F,anna44@hotmail.com,120000,Graduate Degree,Management,Y
ML-1741048,Rachel,Stewart,6/18/1997,M,F,rachel53@hotmail.com,130000,Bachelors,Management,Y
AG-1027048,Makayla,Green,4/16/1987,M,F,makayla18@hotmail.com,110000,Bachelors,Management,Y
AB-1060048,Kaitlyn,Martinez,4/5/1998,M,F,kaitlyn12@hotmail.com,120000,Graduate Degree,Management,Y
PS-1904548,Abigail,Richardson,1/25/1964,M,F,abigail58@hotmail.com,120000,Bachelors,Management,Y
JE-1616548,Nicole,Phillips,8/13/1973,M,F,nicole36@hotmail.com,60000,Partial College,Skilled Manual,Y
MO-1750048,Isabella,Zhang,3/26/1978,M,F,isabella36@hotmail.com,70000,Partial College,Professional,Y
CC-1268548,Heather,Taylor,11/1/1995,M,F,heather0@hotmail.com,70000,Partial College,Professional,Y
NK-1849048,Destiny,Zhang,1/22/1974,M,F,destiny9@hotmail.com,60000,Partial College,Professional,Y
DC-1328548,Ronnie,She,9/1/1972,M,M,ronnie0@hotmail.com,80000,High School,Skilled Manual,N
JD-1615048,Alvin,Raje,10/6/1991,M,M,alvin22@hotmail.com,80000,High School,Skilled Manual,N
DW-1354048,Ashlee,Jones,4/28/1983,S,F,ashlee20@hotmail.com,80000,High School,Skilled Manual,Y
JE-1571548,Emily,Blanco,2/15/1975,S,F,emily3@hotmail.com,80000,High School,Skilled Manual,Y
RB-1936048,Lee,Raman,5/25/1982,S,M,lee14@hotmail.com,70000,High School,Skilled Manual,N
SC-2084548,Shane,Gao,3/16/1960,S,M,shane15@hotmail.com,70000,High School,Skilled Manual,Y
AH-1058548,Stacey,Lu,10/21/1994,S,F,stacey16@hotmail.com,70000,High School,Professional,N
EB-1411048,Rosa,Nelson,6/1/1994,S,F,rosa12@hotmail.com,70000,High School,Professional,N
RS-1987048,Sophia,Suarez,5/15/1985,M,F,sophia8@hotmail.com,130000,Graduate Degree,Management,Y
MM-1726048,Linda,Torres,6/23/1983,S,F,linda34@hotmail.com,130000,Graduate Degree,Management,N
TD-2099548,Taylor,Sanchez,9/6/1977,S,F,taylor16@hotmail.com,80000,Bachelors,Management,N
CA-1231048,Allison,Malhotra,3/1/1983,S,F,allison25@hotmail.com,30000,High School,Professional,Y
TC-2114548,Levi,Martinez,9/20/1987,S,M,levi4@hotmail.com,30000,High School,Professional,N
CA-1277548,Benjamin,White,8/22/1995,S,M,benjamin54@hotmail.com,60000,Partial College,Professional,Y
XP-2186548,Sarah,Wood,4/6/1992,S,F,sarah15@hotmail.com,60000,Partial College,Professional,N
AJ-1078048,Megan,Martinez,12/16/1971,S,F,megan52@hotmail.com,60000,Partial College,Professional,Y
PO-1885048,Nicole,Guo,6/27/1984,S,F,nicole17@hotmail.com,60000,Partial College,Professional,Y
BD-1132048,Curtis,Yuan,1/27/1971,S,M,curtis14@hotmail.com,60000,Partial College,Professional,N
RC-1982548,Ricardo,Arthur,8/1/1987,M,M,ricardo6@hotmail.com,130000,Graduate Degree,Management,Y
DS-1303048,Kristi,Perry,3/18/1988,S,F,kristi23@hotmail.com,160000,Graduate Degree,Management,N
JC-1538548,Amanda,Hughes,12/21/1983,M,NA,amanda29@hotmail.com,130000,Graduate Degree,Management,Y
CM-1238548,Jack,Ramirez,8/14/1966,M,M,jack11@hotmail.com,130000,Graduate Degree,Management,Y
RM-1937548,Ian,Carter,2/11/1962,M,M,ian73@hotmail.com,70000,Partial High School,Skilled Manual,Y
LH-1690048,Amber,Edwards,7/2/1984,S,F,amber10@hotmail.com,70000,Bachelors,Professional,N
CR-1282048,Carlos,Chande,11/19/1985,M,M,carlos27@hotmail.com,70000,Bachelors,Professional,N
TT-2122048,Louis,Ramos,5/21/1968,S,M,louis31@hotmail.com,80000,Bachelors,Professional,Y
AS-1024048,Kristy,Rai,10/8/1989,M,F,kristy15@hotmail.com,90000,Bachelors,Professional,Y
BW-1120048,Christy,Perez,9/15/1996,M,F,christy35@hotmail.com,90000,Bachelors,Professional,Y
RB-1979548,Joel,Dominguez,11/10/1978,M,M,joel20@hotmail.com,60000,Bachelors,Professional,Y
KD-1661548,Robin,Alonso,4/17/1975,S,F,robin9@hotmail.com,60000,Bachelors,Professional,Y
DW-1319548,Kristine,Romero,10/3/1981,M,F,kristine9@hotmail.com,60000,Bachelors,Professional,Y
DL-1286548,Lawrence,Gomez,7/8/1998,S,M,lawrence7@hotmail.com,60000,Partial College,Skilled Manual,N
JW-1522048,Tabitha,Shen,1/28/1980,S,F,tabitha20@hotmail.com,60000,Partial College,Skilled Manual,N
DH-1307548,Rafael,Wu,2/8/1987,M,M,rafael25@hotmail.com,60000,Partial College,Skilled Manual,Y
RD-1958548,Aimee,Romero,7/4/1973,M,F,aimee6@hotmail.com,110000,Graduate Degree,Management,Y
SC-2009548,Paula,Diaz,1/24/1974,S,F,paula12@hotmail.com,110000,Graduate Degree,Management,N
AG-1076548,Jay,Coleman,7/6/1976,M,M,jay32@hotmail.com,60000,Partial College,Skilled Manual,Y
KB-1660048,Ethan,Sun,1/4/1988,M,M,ethan2@hotmail.com,60000,Partial College,Skilled Manual,Y
GK-1462048,Mandy,Serrano,1/14/1964,M,F,mandy15@hotmail.com,60000,Partial College,Skilled Manual,Y
SC-2068048,Dwayne,Zeng,9/21/1974,M,M,dwayne15@hotmail.com,90000,Bachelors,Professional,Y
NG-1835548,Claudia,Henderson,10/10/1988,S,F,claudia19@hotmail.com,70000,Bachelors,Professional,N
SG-2089048,Wyatt,Gill,7/14/1969,S,M,wyatt56@hotmail.com,80000,Bachelors,Professional,Y
CD-1228048,Mallory,Kapoor,5/23/2000,S,F,mallory0@hotmail.com,70000,Bachelors,Professional,N
CM-1271548,Dominic,Gill,2/17/1969,M,M,dominic2@hotmail.com,100000,Bachelors,Professional,Y
HZ-1495048,Billy,Zheng,2/13/1991,S,M,billy15@hotmail.com,70000,Bachelors,Professional,N
SE-2011048,Laura,Raman,12/27/1989,S,F,laura25@hotmail.com,70000,Bachelors,Professional,N
JL-1513048,Patricia,Sanchez,12/18/2000,M,F,patricia15@hotmail.com,60000,Partial College,Skilled Manual,Y
DP-1339048,Denise,Chavez,6/13/1982,M,F,denise21@hotmail.com,60000,Partial College,Skilled Manual,Y
EH-1418548,Karla,Wood,2/12/1973,M,F,karla16@hotmail.com,70000,Partial College,Skilled Manual,Y
PR-1888048,Jacqueline,Shan,7/19/1975,M,F,jacqueline2@hotmail.com,80000,Bachelors,Professional,N
BD-1156048,Jenny,Serrano,8/5/1993,M,F,jenny33@hotmail.com,80000,Bachelors,Professional,Y
MH-1802548,Derrick,Sanz,5/15/1984,S,M,derrick15@hotmail.com,90000,Bachelors,Professional,Y
MJ-1774048,Kellie,Alvarez,9/23/1966,S,F,kellie17@hotmail.com,90000,Bachelors,Management,N
AJ-1094548,Roy,Arthur,9/21/1972,M,M,roy25@hotmail.com,30000,Partial College,Clerical,N
SM-2095048,Carla,Zhao,1/4/1962,M,F,carla9@hotmail.com,70000,Partial College,Skilled Manual,Y
HA-1492048,Jorge,Lu,3/20/1968,M,M,jorge12@hotmail.com,70000,Partial College,Skilled Manual,Y
AH-1021048,Suzanne,Nara,5/20/1960,S,F,suzanne12@hotmail.com,70000,Partial College,Skilled Manual,N
AS-1063048,Tony,Nicholls,4/23/1976,M,M,tony19@hotmail.com,40000,Bachelors,Management,Y
GT-1463548,Dalton,Ramirez,9/14/1988,M,M,dalton34@hotmail.com,30000,High School,Skilled Manual,Y
RD-1972048,Katelyn,Henderson,12/25/1976,M,F,katelyn5@hotmail.com,30000,High School,Skilled Manual,Y
TC-2147548,Jose,Umeda,6/15/1972,S,M,jose28@hotmail.com,30000,High School,Skilled Manual,N
CT-1199548,Masaki,Stone,1/27/1964,M,F,masaki0@hotmail.com,40000,High School,Skilled Manual,Y
MD-1786048,Gavin,Russell,10/13/1978,S,M,gavin14@hotmail.com,40000,High School,Skilled Manual,Y
VP-2176048,Trevor,Perry,12/9/1990,S,M,trevor20@hotmail.com,40000,High School,Skilled Manual,Y
MV-1819048,Morgan,Sanders,10/24/1978,S,F,morgan77@hotmail.com,30000,High School,Skilled Manual,Y
SC-2023048,Xavier,Gray,9/3/1971,M,M,xavier69@hotmail.com,30000,High School,Skilled Manual,N
CS-1235548,Sean,Zhao,5/14/1962,S,M,sean13@hotmail.com,30000,High School,Skilled Manual,Y
DB-1291048,Barbara,Yang,2/13/1986,M,F,barbara20@hotmail.com,30000,High School,Skilled Manual,Y
FH-1436548,Gabriel,Williams,3/2/1980,S,M,gabriel24@hotmail.com,30000,High School,Skilled Manual,N
DB-1327048,Jacob,Wood,5/4/1972,M,M,jacob3@hotmail.com,30000,High School,Skilled Manual,Y
MG-1769548,Miguel,Johnston,3/19/1983,M,M,miguel48@hotmail.com,30000,High School,Skilled Manual,Y
MC-1810048,Charles,Morris,3/11/1967,S,M,charles4@hotmail.com,40000,High School,Skilled Manual,N
KD-1627048,Cole,Nara,9/2/1966,M,M,cole19@hotmail.com,40000,High School,Skilled Manual,Y
AW-1093048,Tommy,Long,11/2/1989,M,M,tommy13@hotmail.com,30000,Partial College,Clerical,N
FH-1427548,Mariah,Flores,11/7/1982,M,F,mariah14@hotmail.com,30000,Partial College,Clerical,N
SP-2062048,Natalie,Srini,8/4/1997,S,F,natalie35@hotmail.com,40000,High School,Skilled Manual,N
SC-2030548,Douglas,Martinez,11/23/1960,M,M,douglas12@hotmail.com,40000,Bachelors,Management,Y
TW-2102548,Emma,Hayes,3/16/1990,S,F,emma16@hotmail.com,40000,Bachelors,Management,Y
EH-1412548,Melissa,Alexander,2/12/1976,S,F,melissa18@hotmail.com,40000,High School,Skilled Manual,N
MG-1787548,Kelly,Selikoff,3/5/1990,S,F,kelly23@hotmail.com,40000,High School,Skilled Manual,N
DA-1345048,Steven,Lu,12/6/1974,S,F,steven3@hotmail.com,40000,High School,Skilled Manual,Y
CJ-1187548,Ramon,Weber,6/7/1974,M,M,ramon11@hotmail.com,30000,Partial College,Clerical,N
AF-1088548,Cory,Li,4/8/1973,M,M,cory2@hotmail.com,40000,Bachelors,Management,Y
DP-1300048,Elijah,Xu,6/24/1991,M,M,elijah0@hotmail.com,40000,Bachelors,Management,N
TB-2128048,Alan,Pal,4/23/1978,M,M,alan15@hotmail.com,40000,Bachelors,Management,N
MZ-1733548,Mitchell,Stewart,7/17/1992,M,M,mitchell11@hotmail.com,40000,Bachelors,Management,N
HK-1489048,Ariana,Guo,4/14/1978,M,F,ariana21@hotmail.com,40000,Bachelors,Management,Y
LD-1700548,Lacey,Moreno,10/20/1982,M,F,lacey30@hotmail.com,40000,Bachelors,Management,Y
CL-1270048,Krista,Peterson,6/18/1984,S,F,krista7@hotmail.com,60000,Graduate Degree,Management,N
JS-1568548,Brianna,Davis,11/26/1990,S,F,brianna41@hotmail.com,40000,High School,Skilled Manual,N
BS-1138048,Alexander,Peterson,6/6/1970,S,M,alexander7@hotmail.com,40000,High School,Skilled Manual,N
JM-1619548,Patrick,Coleman,12/10/1968,S,M,patrick11@hotmail.com,40000,High School,Skilled Manual,Y
SJ-2021548,Aaron,Sanders,1/24/1974,S,M,aaron5@hotmail.com,30000,Partial College,Skilled Manual,Y
AD-1018048,Seth,Scott,6/19/1994,M,M,seth76@hotmail.com,30000,Partial College,Skilled Manual,Y
JB-1600048,Aaron,Wright,6/28/1972,M,M,aaron45@hotmail.com,60000,Partial College,Skilled Manual,Y
TS-2120548,Mason,Harris,9/21/1984,S,M,mason42@hotmail.com,60000,Partial College,Skilled Manual,Y
BT-1144048,Rachel,Bell,8/5/1974,S,F,rachel16@hotmail.com,70000,Partial College,Skilled Manual,Y
SD-2048548,Alex,James,6/6/1990,S,M,alex18@hotmail.com,80000,Bachelors,Management,Y
JK-1520548,Olivia,Allen,8/22/1966,M,F,olivia43@hotmail.com,80000,Bachelors,Management,Y
SC-2077048,Richard,Cox,3/15/1995,M,M,richard18@hotmail.com,80000,Bachelors,Management,N
NC-1862548,Mackenzie,Perry,8/17/1988,M,F,mackenzie9@hotmail.com,110000,Graduate Degree,Management,Y
EJ-1415548,Justin,Bell,3/4/1962,M,M,justin4@hotmail.com,110000,Graduate Degree,Management,Y
BT-1139548,Jasmine,Alexander,9/20/1989,M,F,jasmine26@hotmail.com,110000,Graduate Degree,Management,N
LL-1684048,Sydney,Ward,8/11/1999,S,F,sydney41@hotmail.com,60000,Graduate Degree,Skilled Manual,N
SH-2039548,Angel,Ferrier,9/22/1992,S,M,angel12@hotmail.com,40000,Partial College,Clerical,Y
DG-1330048,Franklin,Suarez,9/22/1987,M,M,franklin39@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
MT-1781548,Juan,Davis,10/22/1969,M,M,juan6@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
GH-1448548,Thomas,White,10/7/1965,M,M,thomas65@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
JL-1550548,Dalton,Arun,10/28/2000,M,M,dalton12@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
DB-1321048,Summer,Liu,4/9/1977,S,F,summer5@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
TB-2140048,Rafael,Barnes,4/24/1993,M,M,rafael4@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SW-2024548,Eduardo,Walker,3/16/1989,M,M,eduardo47@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
SW-2027548,Tyler,Rogers,1/26/1983,M,M,tyler23@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
TS-2143048,Charles,Walker,9/15/1999,M,M,charles67@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
PK-1891048,Ian,Parker,1/15/1995,M,M,ian21@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
DO-1364548,Morgan,Lal,4/8/1980,M,F,morgan6@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
JO-1514548,David,Perry,2/13/1981,M,M,david61@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
EB-1370548,Eduardo,Russell,7/15/2000,S,M,eduardo52@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
MC-1742548,Sarah,Lewis,4/7/1992,M,F,sarah44@hotmail.com,60000,Graduate Degree,Professional,Y
AM-1070548,Dalton,Simmons,4/16/1989,M,M,dalton20@hotmail.com,50000,Bachelors,Skilled Manual,Y
VM-2183548,Cameron,Hayes,4/17/1960,M,M,cameron10@hotmail.com,70000,Bachelors,Management,Y
PB-1880548,Blake,Watson,9/14/1984,S,M,blake70@hotmail.com,60000,Graduate Degree,Management,Y
AS-1004548,Morgan,Bailey,10/24/1996,M,F,morgan66@hotmail.com,70000,Bachelors,Management,Y
AH-1046548,Carlos,Chen,4/12/1978,M,M,carlos18@hotmail.com,70000,Bachelors,Management,Y
JP-1613548,Dylan,Clark,6/16/2000,M,M,dylan25@hotmail.com,70000,Bachelors,Management,Y
KN-1639048,Lucas,Barnes,6/15/1962,M,M,lucas33@hotmail.com,60000,Bachelors,Management,Y
PT-1909048,Grace,Long,12/28/1974,M,F,grace50@hotmail.com,60000,Bachelors,Management,Y
MG-1814548,Chloe,Lee,1/27/1960,M,F,chloe76@hotmail.com,60000,Bachelors,Management,Y
AB-1010548,Christian,Reed,9/9/1981,M,M,christian42@hotmail.com,70000,Bachelors,Management,Y
KH-1651048,Lucas,Jackson,10/5/1991,M,M,lucas91@hotmail.com,70000,Bachelors,Management,Y
SK-1999048,Nicole,Gao,5/4/1997,S,F,nicole12@hotmail.com,70000,Bachelors,Management,Y
TS-2161048,Ronnie,Harris,1/6/1987,M,M,ronnie13@hotmail.com,60000,Bachelors,Management,Y
JF-1549048,Jennifer,Lopez,3/2/1969,M,F,jennifer42@hotmail.com,60000,Bachelors,Management,Y
DW-1358548,Hunter,Yuan,11/6/1995,M,M,hunter52@hotmail.com,60000,Bachelors,Management,Y
MW-1823548,Leonard,Torres,4/11/1963,S,M,leonard8@hotmail.com,60000,Bachelors,Management,Y
NF-1859548,Maria,Hernandez,3/23/1969,M,F,maria16@hotmail.com,60000,Bachelors,Management,Y
AR-1057048,Savannah,Cook,11/16/1974,S,F,savannah41@hotmail.com,60000,Bachelors,Management,Y
AS-1009048,Taylor,Garcia,8/8/1966,M,F,taylor5@hotmail.com,60000,Bachelors,Management,Y
DK-1289548,Regina,Martin,3/13/1967,M,F,regina14@hotmail.com,70000,Bachelors,Management,Y
BE-1145548,Kaitlyn,Reed,1/27/1990,S,F,kaitlyn37@hotmail.com,60000,Partial College,Professional,Y
VT-2170048,Evan,Martin,7/4/1993,M,M,evan21@hotmail.com,60000,Partial College,Professional,N
JH-1598548,Latasha,Gonzales,7/3/1963,M,F,latasha0@hotmail.com,60000,Bachelors,Management,Y
TP-2156548,Stephanie,Roberts,5/2/1998,M,F,stephanie44@hotmail.com,60000,Bachelors,Management,Y
DD-1357048,Jordan,Henderson,5/22/1972,M,F,jordan32@hotmail.com,40000,High School,Professional,Y
VP-2173048,Jasmine,Allen,10/24/1987,S,F,jasmine45@hotmail.com,60000,Partial College,Professional,Y
JD-1606048,Lucas,Peterson,1/15/1995,S,M,lucas39@hotmail.com,60000,Partial College,Professional,Y
HM-1498048,Marcus,Zhang,11/11/1981,M,M,marcus80@hotmail.com,60000,Partial College,Professional,N
JL-1517548,Adam,Allen,6/18/2000,M,M,adam20@hotmail.com,60000,High School,Professional,Y
Dl-1360048,Fernando,Zhao,11/1/1990,S,M,fernando23@hotmail.com,60000,High School,Professional,Y
MC-1784548,Louis,Suri,8/13/1986,M,M,louis4@hotmail.com,60000,Partial College,Professional,Y
SF-2096548,Virginia,Long,10/9/1986,M,F,virginia1@hotmail.com,60000,Partial College,Professional,Y
DC-1285048,Jessica,Sanders,8/23/1977,M,F,jessica34@hotmail.com,70000,Partial College,Professional,N
MK-1816048,Bailey,Rodriguez,2/11/1969,S,F,bailey2@hotmail.com,70000,Partial College,Professional,Y
AC-1045048,Michael,Zhang,9/8/1964,M,M,michael52@hotmail.com,70000,High School,Professional,N
JE-1574548,Luis,Richardson,12/2/1967,M,M,luis23@hotmail.com,60000,Partial College,Professional,Y
CM-1181548,Alexa,Diaz,5/2/1995,M,F,alexa7@hotmail.com,60000,Partial College,Professional,Y
JK-1612048,Carson,Collins,4/1/1975,M,M,carson21@hotmail.com,60000,Partial College,Professional,Y
JF-1556548,Isabella,Brown,10/11/1961,S,F,isabella35@hotmail.com,70000,Partial College,Professional,Y
LW-1712548,Jacob,Miller,4/2/1989,M,M,jacob4@hotmail.com,70000,Partial College,Professional,Y
BC-1112548,Julia,Peterson,10/16/1970,M,F,julia28@hotmail.com,70000,Partial College,Professional,Y
JE-1547548,Evan,Reed,4/16/1997,M,M,evan5@hotmail.com,70000,Partial College,Professional,Y
PS-1897048,Gabrielle,Cox,2/7/1962,M,F,gabrielle3@hotmail.com,70000,Partial College,Professional,Y
SR-2042548,Dalton,Gray,11/8/1972,M,M,dalton81@hotmail.com,70000,Partial College,Professional,Y
CL-1189048,Isabella,Carter,11/10/1976,M,F,isabella5@hotmail.com,70000,Partial College,Professional,Y
RW-1954048,Mary,Lin,12/25/1993,M,F,mary23@hotmail.com,130000,Bachelors,Management,N
MS-1798048,Marshall,Ruiz,3/16/1981,M,M,marshall7@hotmail.com,150000,Partial College,Professional,N
AH-1003048,Stacy,Munoz,11/18/1966,M,F,stacy3@hotmail.com,160000,Partial College,Professional,N
AZ-1075048,Randall,Zeng,8/6/1979,M,M,randall8@hotmail.com,120000,High School,Professional,Y
VD-2167048,Susan,Vazquez,1/17/1974,M,F,susan33@hotmail.com,120000,High School,Professional,Y
GA-1451548,Roberto,Mitchell,5/13/1982,M,M,roberto15@hotmail.com,130000,Partial College,Professional,Y
AR-1051048,Logan,Lal,8/18/1973,M,M,logan37@hotmail.com,160000,High School,Professional,Y
RM-1975048,Wayne,Hall,6/21/2000,M,M,wayne10@hotmail.com,160000,High School,Professional,Y
LT-1711048,Alexandra,Vazquez,12/23/1983,M,F,alexandra89@hotmail.com,130000,Partial College,Professional,Y
DM-1352548,Theodore,Parker,10/25/1961,M,M,theodore15@hotmail.com,130000,Partial College,Professional,Y
BO-1142548,Isaiah,Cooper,9/6/1975,S,M,isaiah21@hotmail.com,70000,Graduate Degree,Management,Y
TR-2132548,Richard,Peterson,7/7/1994,M,M,richard90@hotmail.com,90000,Graduate Degree,Management,Y
BH-1171048,Morgan,Nelson,8/5/1964,S,F,morgan62@hotmail.com,50000,Graduate Degree,Management,Y
CB-1241548,Noah,Thomas,7/6/1980,M,NA,noah36@hotmail.com,70000,Graduate Degree,Management,Y
DE-1325548,David,Jackson,10/28/1974,M,M,david69@hotmail.com,90000,Partial College,Professional,Y
SL-2015548,Elizabeth,Griffin,5/9/1964,M,F,elizabeth15@hotmail.com,90000,Partial College,Professional,Y
ME-1772548,Jonathan,Ross,7/21/1994,S,M,jonathan20@hotmail.com,110000,Bachelors,Management,N
FA-1423048,Julia,Torres,2/2/1961,M,F,julia70@hotmail.com,170000,Graduate Degree,Management,Y
LT-1676548,Xavier,Turner,3/12/1987,M,M,xavier70@hotmail.com,80000,Bachelors,Management,Y
PS-1876048,James,Yang,2/24/1997,M,M,james54@hotmail.com,80000,Partial College,Professional,Y
MM-1792048,Jenny,Ramos,9/2/1963,M,F,jenny7@hotmail.com,110000,Bachelors,Management,Y
KC-1625548,Jimmy,Robinson,11/20/1963,S,M,jimmy21@hotmail.com,130000,Graduate Degree,Management,N
PP-1895548,Emma,Adams,7/16/1988,M,F,emma17@hotmail.com,160000,Bachelors,Management,Y
AC-1066048,Andrea,Phillips,2/4/1981,S,F,andrea37@hotmail.com,170000,Graduate Degree,Management,N
TP-2113048,James,Hall,1/23/1991,S,M,james55@hotmail.com,80000,Partial College,Professional,Y
SC-2038048,Eduardo,Thomas,3/25/1980,M,M,eduardo23@hotmail.com,80000,Partial College,Professional,Y
BF-1108048,Jessica,Collins,2/7/1964,S,F,jessica58@hotmail.com,80000,Partial College,Professional,N
MZ-1751548,Jonathan,Jenkins,10/18/1993,M,M,jonathan32@hotmail.com,80000,Partial College,Professional,Y
KD-1634548,Jessica,Hayes,5/6/1984,S,F,jessica31@hotmail.com,90000,Partial College,Professional,N
PA-1906048,Kevin,She,4/1/1977,S,M,kevin25@hotmail.com,100000,Partial College,Professional,Y
PC-1900048,Kate,Bailey,7/2/1975,S,F,kate0@hotmail.com,110000,Bachelors,Management,Y
AF-1087048,Christina,Adams,10/5/1968,S,F,christina14@hotmail.com,110000,Bachelors,Management,Y
RA-1994548,Seth,Srini,1/23/1964,M,M,seth33@hotmail.com,170000,Graduate Degree,Management,Y
JF-1541548,Evelyn,Rivera,11/13/1994,M,F,evelyn9@hotmail.com,80000,Partial College,Professional,Y
SF-2020048,Erin,Munoz,10/6/1987,M,F,erin21@hotmail.com,90000,Partial College,Professional,Y
MO-1780048,Lawrence,Lopez,4/16/1972,M,M,lawrence5@hotmail.com,90000,Partial College,Professional,Y
RA-1988548,Jan,Kumar,2/26/1993,M,F,jan17@hotmail.com,100000,Partial College,Professional,Y
DO-1343548,Jack,Rogers,10/18/1982,S,M,jack29@hotmail.com,100000,Partial College,Professional,Y
JB-1604548,Haley,Sharma,10/10/1981,M,F,haley3@hotmail.com,110000,Bachelors,Management,Y
CS-1217548,Luis,Nelson,10/13/1982,S,M,luis30@hotmail.com,130000,Bachelors,Management,N
TB-2105548,Timothy,Clark,5/2/2000,M,M,timothy35@hotmail.com,130000,Bachelors,Management,Y
AS-1013548,Kaitlyn,Diaz,1/9/1964,M,F,kaitlyn42@hotmail.com,80000,Partial College,Professional,Y
JF-1519048,Jordyn,Parker,4/20/1982,M,F,jordyn20@hotmail.com,120000,High School,Professional,Y
JD-1579048,Alexandra,King,3/19/1991,M,F,alexandra50@hotmail.com,130000,Bachelors,Management,Y
AA-1048048,Katelyn,Jackson,10/19/1974,S,F,katelyn43@hotmail.com,130000,Bachelors,Management,N
JM-1553548,Xavier,Patterson,9/1/1978,M,M,xavier9@hotmail.com,160000,Bachelors,Management,N
SJ-2012548,Vanessa,Morgan,12/27/1968,M,F,vanessa11@hotmail.com,170000,Graduate Degree,Management,Y
LW-1699048,Andrea,Clark,3/1/1986,M,F,andrea22@hotmail.com,60000,High School,Professional,N
CW-1190548,Anna,Taylor,11/15/1963,M,F,anna57@hotmail.com,90000,High School,Professional,Y
JG-1511548,Samuel,Deng,2/10/1970,M,M,samuel65@hotmail.com,80000,Partial High School,Skilled Manual,Y
ND-1846048,Damien,Munoz,5/7/1988,M,M,damien18@hotmail.com,30000,High School,Professional,N
AA-1031548,Leslie,Diaz,1/8/1977,S,F,leslie8@hotmail.com,90000,Bachelors,Management,Y
JD-1601548,Samantha,Sharma,4/28/1969,M,F,samantha44@hotmail.com,90000,Bachelors,Management,Y
EJ-1372048,Jackson,Adams,4/6/1980,M,M,jackson3@hotmail.com,40000,Partial College,Professional,N
PM-1913548,Katelyn,Young,9/9/1991,S,F,katelyn39@hotmail.com,50000,Graduate Degree,Management,Y
DV-1304548,Devin,Taylor,1/14/1990,S,M,devin23@hotmail.com,50000,Graduate Degree,Management,Y
MG-1820548,Morgan,Patel,5/1/1979,S,F,morgan31@hotmail.com,50000,Graduate Degree,Management,Y
JL-1583548,Edgar,Alonso,6/7/1960,M,M,edgar3@hotmail.com,70000,Graduate Degree,Management,Y
EH-1376548,Ruben,Young,1/28/1993,M,M,ruben31@hotmail.com,70000,Graduate Degree,Management,Y
BT-1148548,Robert,Davis,4/15/1998,S,M,robert59@hotmail.com,100000,Partial College,Professional,Y
MA-1756048,Tyler,Miller,11/24/1961,S,M,tyler10@hotmail.com,120000,High School,Professional,Y
SW-2045548,Richard,Cook,11/13/1995,M,M,richard46@hotmail.com,60000,High School,Professional,N
AJ-1079548,Garrett,Flores,11/18/1991,M,M,garrett26@hotmail.com,60000,Partial High School,Skilled Manual,N
SN-2071048,Aidan,Rivera,2/24/1979,M,M,aidan13@hotmail.com,60000,Partial High School,Skilled Manual,Y
RB-1946548,Cody,Hughes,12/7/1989,M,M,cody8@hotmail.com,60000,Partial High School,Skilled Manual,Y
NG-1843048,Arianna,Rodriguez,7/5/1970,S,F,arianna9@hotmail.com,60000,Partial High School,Skilled Manual,Y
KC-1654048,Daniel,Reed,3/20/1966,S,M,daniel21@hotmail.com,60000,Partial High School,Skilled Manual,Y
SC-2002048,Timothy,Gonzales,10/15/1991,M,M,timothy22@hotmail.com,60000,Partial High School,Skilled Manual,Y
AB-1025548,Natalie,Evans,8/8/1994,M,F,natalie39@hotmail.com,70000,High School,Professional,Y
SA-2083048,Rebecca,Howard,11/9/1971,M,F,rebecca4@hotmail.com,70000,High School,Professional,Y
